load_perc,portal_shares,portal_cpu_usage,stress_cpu_uasge,job_exec_time
43,1024,3.859505201958299,1.0137808336,
43,1024,4.10791166551956,1.0137808336,
43,1024,4.347023057403437,1.0137808336,
43,1024,4.594091173198215,1.0137808336,
43,1024,4.380045394891667,1.0137808336,
43,1024,5.13885300577264,1.0137808336,
43,1024,5.388333995187091,1.0137808336,
43,1024,5.6400861397168045,1.0137808336,
50,1024,6.066537321097773,1.0137808336,
50,1024,6.062196021199833,1.0137808336,
56,1024,5.709530284338817,1.0512976351611112,
56,1024,5.856513618758663,1.5689466178319702,
62,1024,5.799871898215173,1.6865039053801194,
68,1024,5.555547888153522,3.0057179036024877,
68,1024,4.762048287880747,3.8519941868558756,
81,1024,5.0240281285115955,2.7922089109454022,
81,1024,5.055773291123304,3.5134386681620158,
81,1024,5.297216650842937,3.818248081110765,
81,1024,5.42320141203773,4.422420026108268,
87,1024,5.432370345794226,4.5305517824818535,
87,1024,5.264817434306771,5.4555155623083875,
93,1024,5.264817434306772,5.778693173610064,
93,128,4.987237270236928,6.4331954857605815,
100,128,4.856675393388689,6.851109021391047,
106,128,4.667870751462888,7.601551917966765,
106,128,4.183810381427931,8.309600015112851,
106,128,4.1838103814279295,8.739455438216906,
106,128,3.845360095662607,9.455650120466224,
112,128,3.845360095662607,9.95485902606508,
112,128,3.4480378508393974,10.672657718986951,
118,128,3.281656076047286,10.578802521918334,
118,128,3.2251058506803707,11.604897044112693,
118,128,3.164088552582058,11.064808394568916,
125,128,3.08645176176967,11.781941743538551,
125,128,2.94277277614725,11.933224823906452,
125,128,2.624734995078016,11.933224823906452,
125,128,2.7465333003611296,12.084593781422567,
125,128,2.746533300361131,11.53683794752743,
125,128,2.598287289874634,12.228170043547069,
131,128,2.4556098232691244,12.410238507445612,
131,128,2.47471679929854,12.425060059272655,
131,128,2.29323438314613,12.589497614580296,
131,128,2.29323438314613,12.589497614580296,
131,128,2.2759880644879384,12.600493030641072,
131,128,2.2759880644879384,12.600493030641072,
131,128,2.277702552412062,12.602527040300316,
137,128,2.277702552412062,11.897293635438462,
137,128,2.2744927855650383,12.622683331739783,
143,128,2.2695944662437153,11.784837904327443,
143,128,2.2709423590258138,12.612690122216184,
143,128,2.1206107111448516,11.854876013887116,
143,128,2.23889488305682,12.645378430249918,
143,128,2.2259917248556413,12.653691017228397,
131,128,2.2259917248556413,12.653691017228397,
131,128,2.534930894044594,11.718838996365841,
125,128,2.534930894044594,11.718838996365841,
125,128,2.574431320767472,11.627771056916567,
125,128,2.8646032317683963,10.730436584835887,
118,128,2.7217832292790707,10.164888985159822,
118,128,3.2538605020781532,10.071377041132644,1:175
112,128,3.2538605020781532,9.216719985422127,1:175
112,128,3.5525744979432043,8.60091988679929,1:175
106,128,3.701342616843033,8.228679423363804,1:175
106,128,3.961884907161032,7.581456613148004,1:175
100,128,3.961884907161034,7.218908576900471,1:175
100,128,4.378041419987112,5.98677669714846,1:175
93,128,4.378041419987112,5.98677669714846,1:175
93,128,4.3702497948637715,5.500712249069547,1:175
93,128,4.783528503925962,5.500712249069547,1:175
93,128,4.817654699744949,4.299807992461519,1:175
93,128,5.239826780381363,4.077552904314129,1:175
87,128,5.239826780381363,3.108131257042255,1:175
87,128,5.599684875705496,3.108131257042255,1:175
81,128,5.599684875705496,2.7474671594542457,1:175
81,1024,5.96393738654845,1.3751429084639053,1:175
81,1024,5.96393738654845,1.3751429084639053,1:175
81,1024,6.326709039849785,0.445483460165485,1:175
75,1024,6.326709039849785,0.445483460165485,1:175
75,1024,6.5228555677569675,0,1:175
75,1024,6.5228555677569675,0,1:175
75,1024,6.538909396593528,0,1:175
75,1024,6.549721966293564,0,1:175
75,1024,6.55752445817021,0,1:175
75,1024,6.535983036449526,0,1:175
75,1024,6.535983036449526,0,1:175
75,1024,6.5501050013756394,0,1:175
68,1024,6.55010500137564,0,1:175
68,1024,6.543759086948664,0,1:175
68,1024,6.543759086948664,0,1:175
68,1024,6.530574508195213,0,1:175
68,1024,6.530574508195213,0,1:175
68,1024,6.11726354402526,0,1:175
68,1024,6.504033903693955,0,1:175
68,1024,5.8047927601766665,0,1:175
68,1024,6.488748131204879,0,1:175
68,1024,6.488748131204879,0,1:175
68,1024,6.460078552839633,0,2:84
62,1024,6.460078552839633,0,2:84
62,1024,6.459723789461283,0,2:84
62,1024,6.459723789461283,0,2:84
62,1024,6.447124811079026,0,2:84
62,1024,6.447124811079026,0,2:84
62,1024,6.091616759689111,0,2:84
62,1024,6.441460611766439,0,2:84
56,1024,6.111233277630947,0,2:84
56,1024,6.44020678129158,0,2:84
68,1024,6.110733847999032,0,2:84
68,1024,6.340469139163141,0,2:84
75,1024,5.972303844404146,0,2:84
81,1024,6.136878461462981,1.6333949889066441,2:84
81,1024,5.709104494678133,1.6333949889066441,2:84
87,1024,5.9034282162803855,2.7299142737646904,2:84
87,1024,5.6493017241918855,3.447710012907901,2:84
87,1024,5.649301724191885,3.8875848023523205,2:84
87,1024,5.4471094093335015,4.5889963876625774,2:84
93,1024,5.4471094093335015,4.825139759601373,2:84
93,128,5.1982393282244335,5.645842594816734,2:84
100,128,4.80638393287525,6.057596499069703,2:84
100,128,4.813658039541632,6.702719672064848,2:84
106,128,4.622804219057232,7.206311327985264,2:84
