load_perc,portal_shares,portal_cpu_usage,stress_cpu_uasge,job_exec_time
12,1024,null,null,
12,1024,null,null,
18,1024,1.1939471911086599,0,
18,1024,1.453162181011168,0,
18,1024,1.659157566647233,0,
18,1024,1.9188057655358888,0,
25,1024,2.1843693027035678,0,
25,1024,2.4435498561007694,0,
25,1024,2.6857699497717182,0,
25,1024,2.9421633029823555,0,
37,1024,3.1064852981226774,0,
37,1024,3.3834923308286102,0,
43,1024,3.4248515967940603,0.9220856592946745,
43,1024,3.701188675367188,1.0020356463025608,
56,1024,3.7336302501592384,1.9964758344400484,
56,1024,3.9839918284154487,2.0821060058568253,
62,1024,4.042214814338935,2.9731683016482164,
62,1024,4.295593146684416,3.076355583909061,
75,1024,4.364266724119722,3.927997939722874,
75,1024,4.593290325470766,3.8117956548635417,
87,1024,4.703151193978846,4.899619678413801,
93,1024,4.9355977842484045,5.469626961516704,
93,1024,4.9355977842484045,5.815930718051891,
100,1024,4.626480288816706,6.40120589425066,
100,1024,4.626480288816706,6.609602436626557,
106,1024,4.369153411520169,7.362399737124937,
106,1024,4.369153411520169,7.754808249295882,
112,1024,4.063090882827168,8.296107280519738,
112,1024,3.8590929395177067,8.56726271753408,
118,1024,3.813689353506675,9.27063446100876,
118,1024,3.6675347463519907,9.270167552820348,
118,1024,3.6597272909272034,9.713508408219642,
125,1024,3.6047601950435317,10.382199335699323,
125,1024,3.6047601950435317,10.382199335699323,
125,1024,3.6279783959645266,10.394486306795939,
125,1024,3.6279783959645266,10.394486306795939,
131,1024,3.623335307241137,10.446456219461096,
131,1024,3.623335307241137,10.430347304475818,
131,1024,3.6298816694607225,10.472632861530915,
131,1024,3.4450051962502344,10.450661507704915,
131,1024,3.6438735079402393,10.49302066933406,
131,1024,3.6438735079402393,9.983365731263481,
137,1024,3.6601377089587834,10.584129407104172,
137,1024,3.4270909204578417,9.948726227879439,
137,1024,3.672964127600107,10.659737635598189,
137,1024,3.651489905722677,10.736138318789358,
143,1024,3.651489905722677,10.736138318789358,
137,1024,3.6738221225458583,10.821818959132608,
137,1024,3.6738221225458583,10.28857382992135,
143,1024,3.6951273463526397,10.872393597565841,
143,1024,3.6951273463526406,10.872393597565841,
143,1024,3.6907254174596393,10.953944360896205,
143,1024,3.5228265427815906,10.953944360896205,
143,1024,3.739402922955484,11.034682753718858,
143,1024,3.739402922955484,11.034682753718858,
137,1024,3.843870950020468,10.647529286052563,
137,1024,3.843870950020468,10.647529286052563,
125,1024,4.0706786876239605,9.615695054717902,
125,1024,4.070678687623958,9.615695054717902,
125,1024,4.316008779295895,8.870217196680997,1:163
118,1024,4.316008779295897,8.514488356881474,1:163
118,1024,4.374192320835858,8.016270149101677,1:163
112,1024,4.505268734131222,7.587334874831202,1:163
112,1024,4.231788682722332,7.006224192546518,1:163
106,1024,4.8004271188212595,6.70373819491371,1:163
106,1024,4.943156207453415,6.018196827637152,1:163
106,1024,5.106596323199004,5.736553545830798,1:163
106,1024,5.106596323199004,5.453671182274306,1:163
100,1024,5.367398381951962,4.804157513833993,1:163
100,1024,5.367398381951962,4.4460325928313855,1:163
93,1024,5.652908596961557,3.8910325844439586,1:163
93,1024,5.652908596961557,3.724397950287032,1:163
93,1024,5.884084118009785,2.6552095926090074,1:163
93,1024,5.884084118009785,2.5308748563594543,1:163
93,1024,5.7384611264896535,2.4063227516898853,1:163
87,1024,6.201512036819687,1.6780008541864508,1:163
87,1024,6.201512036819686,0.48683419165668895,1:163
87,1024,6.460013737843245,0.4589953141876038,1:163
87,1024,6.460013737843245,0.43119287503981363,1:163
81,1024,6.615818658412302,0,1:163
81,1024,6.615818658412302,0,1:163
75,1024,6.627166489564092,0,1:163
75,1024,6.627166489564092,0,1:163
75,1024,6.624896187434478,0,1:163
75,1024,6.624896187434478,0,1:163
75,1024,6.276584848805782,0,1:163
75,1024,6.627503253236463,0,1:163
75,1024,6.606507458345811,0,1:163
68,1024,6.60151931022383,0,1:163
68,1024,6.265421958917558,0,1:163
68,1024,6.576459204549581,0,1:163
68,1024,6.576459204549581,0,1:163
62,1024,6.558507807301393,null,1:163
62,1024,6.558507807301393,null,1:163
62,1024,6.523774200666548,null,1:163
62,1024,6.523774200666546,null,2:83
62,1024,6.166732114095046,null,2:83
62,1024,6.478520193038926,null,2:83
62,1024,6.446187255024433,null,2:83
62,1024,6.457458381337172,null,2:83
62,1024,6.457458381337172,null,2:83
62,1024,6.446035926190519,null,2:83
62,1024,6.446035926190519,null,2:83
56,1024,6.451553044134069,null,2:83
56,1024,6.451553044134069,null,2:83
56,1024,6.465536365508813,0,2:83
56,1024,6.465536365508813,null,2:83
62,1024,6.3650084282219614,0,2:83
62,1024,6.3650084282219614,0,2:83
75,1024,6.183823088378284,1.7833387108869565,2:83
75,1024,6.183823088378284,2.0881561276223364,2:83
75,1024,5.906321848689273,2.881974500201682,2:83
75,1024,5.832716088698453,3.2434911072652697,2:83
81,1024,5.694065614815629,3.9313739048519527,2:83
81,1024,5.303060348338723,4.372129444639562,2:83
87,1024,5.451965878146807,4.957927282267902,2:83
87,1024,5.373943803590011,5.360981429425571,2:83
93,1024,5.230630023052494,5.915245818536507,2:83
93,1024,4.830011601972723,5.809750066069443,2:83
100,1024,5.004934201669628,6.842579226236413,2:83
100,1024,4.75493057058663,7.406345826643194,2:83
