load_perc,portal_shares,seconds,portal_cpu_usage,stress_cpu_uasge,job_exec_time
125,1024,279,8.222147898158134,3.32116003431491,1:180
125,1024,281,8.222147898158134,3.0145477197552233,1:180
118,1024,283,9.1008619459115,1.0191517056937296,1:180
118,1024,286,9.1008619459115,0.9011348534278817,1:180
118,1024,288,9.622006291895008,0,1:180
118,1024,291,9.622006291895008,0,1:180
118,1024,293,9.182182238785062,0,1:180
131,1024,296,9.182182238785062,0,1:180
131,1024,299,8.115410202981433,0,1:180
131,1024,302,7.692949379823228,0,1:180
131,1024,304,7.1787089011941,0,1:180
131,1024,307,6.573404178937838,0,1:180
137,1024,310,6.194808961971363,8.162027887992021,1:180
137,1024,312,4.745588374806096,8.162027887992021,1:180
137,1024,315,5.3154447298335485,8.476800384855165,1:180
137,1024,318,4.221089274800357,4.471748463112171,1:180
137,1024,320,4.875912438291078,5.348221638961584,1:180
137,1024,323,4.905511271268976,6.32474379444038,1:180
137,1024,325,4.905511271268976,7.201559156882722,1:180
137,1024,328,4.8743638304280905,8.05544178321995,1:180
143,1024,331,4.874363830428091,8.973875365472422,1:180
143,1024,334,4.974505171197446,10.027360446799424,1:180
143,1024,336,4.938454534126086,10.02736044679943,1:180
143,1024,339,4.9346099287149,10.065338966071293,1:180
143,1024,342,4.330095295335235,10.094882676308995,1:180
143,1024,345,4.896439174955769,10.10907268232732,1:180
143,1024,347,4.340833796721981,9.07719926781269,1:180
143,1024,350,4.833926483282556,10.055668541681547,1:180
143,1024,352,4.874474989474184,10.017890384850542,2:183
137,1024,354,5.161552267853685,9.557747609505672,2:183
137,1024,357,5.212363539970823,7.230574278791667,2:183
131,1024,359,6.093880089823557,7.071178138258427,2:183
131,1024,361,6.093880089823557,7.071178138258427,2:183
125,1024,364,7.034954040814723,5.105425448181139,2:183
125,1024,366,7.580641176071446,5.105425448181139,2:183
125,1024,368,8.002936059061263,3.3193627175961,2:183
118,1024,371,8.002936059061263,3.0049706462466164,2:183
118,1024,373,9.175446698990712,1.161602645632407,2:183
118,1024,376,9.175446698990712,1.0267776810696945,2:183
118,1024,378,9.817242146721997,0,2:183
112,1024,381,9.817242146721997,0,2:183
112,1024,383,9.328818436326168,0,2:183
118,1024,386,9.328818436326168,0,2:183
118,1024,389,8.4301076388565,0,2:183
125,1024,392,8.111359891883751,0,2:183
125,1024,394,7.370664084694277,0,2:183
125,1024,397,6.71120611338131,0,2:183
125,1024,400,6.446410256632511,8.699551449886961,2:183
125,1024,403,4.952623746929688,8.699551449886961,2:183
131,1024,405,5.445639098147241,8.913202911887813,2:183
131,1024,408,4.851019330608608,4.489695745943109,2:183
131,1024,411,4.851019330608608,5.403668023812204,2:183
131,1024,413,4.84097679115696,6.278143361590034,2:183
137,1024,416,4.840976791156958,7.19164168453903,2:183
137,1024,419,4.857379302087531,8.109354483866465,2:183
137,1024,421,4.857379302087531,9.918890794471155,2:183
143,1024,424,4.835966218885674,9.880646424206432,2:183
143,1024,427,4.829708203535404,8.841461865439216,2:183
143,1024,429,4.749173379429769,9.889649115116237,2:183
143,1024,432,4.228869157231273,9.827323285858055,2:183
143,1024,434,4.737152994889546,9.856005211734999,2:183
143,1024,437,4.253726497957864,8.726262591232283,2:183
143,1024,439,4.784832565149399,9.959386269564192,2:183
143,1024,442,4.205086302114016,8.923832171610446,2:183
137,1024,444,5.235406064805186,9.37016516147701,2:183
137,1024,446,5.234573466646786,9.295176531385332,2:183
131,1024,449,6.11852921933737,7.225026169046234,2:183
131,1024,451,6.11852921933737,6.4745933041896135,2:183
131,1024,453,7.219314373477256,5.323118230604405,2:183
125,1024,456,7.219314373477256,5.323118230604405,2:183
125,1024,458,8.222448470959346,3.642316745142989,2:183
118,1024,461,8.222448470959346,3.3111108741867312,2:183
118,1024,463,9.054815960146888,1.363566149049929,2:183
118,1024,465,9.05481596014689,1.363566149049929,2:183
118,1024,468,9.629500702544677,0,2:183
118,1024,470,9.629500702544677,0,2:183
118,1024,473,9.164823493628464,0,2:183
118,1024,476,9.164823493628464,0,2:183
118,1024,478,8.239906759999995,0,2:183
125,1024,481,8.239906759999995,0,2:183
125,1024,484,7.354701906649051,0,2:183
131,1024,486,7.354701906649051,0,2:183
131,1024,489,6.4522750471652195,0,2:183
131,1024,492,6.452275047165221,0,2:183
131,1024,494,5.665685998776779,0,2:183
131,1024,497,3.9137350793749963,0,2:183
131,1024,500,4.858850394433662,3.396556384890776,2:183
131,1024,503,4.220363380672806,4.369103112529433,2:183
137,1024,505,4.822896318321437,5.295872270042494,2:183
137,1024,508,4.824745913583735,6.121540480181576,2:183
137,1024,511,4.824745913583733,7.009190712311743,2:183
137,1024,513,4.744481107565722,8.002078175971699,2:183
143,1024,516,4.744481107565722,8.928036660977233,2:183
143,1024,519,4.745634458158758,10.293636042169908,2:183
143,1024,521,4.800719349701522,10.293636042169908,2:183
143,1024,524,4.793840941169596,10.276705337931606,2:183
143,1024,526,4.22434577928415,10.276705337931606,2:183
143,1024,529,4.752767748993566,10.349675563783444,2:183
143,1024,531,4.277728612481661,9.30142592376491,2:183
131,1024,534,5.002378953063239,9.565587149848076,3:183
131,1024,536,5.002378953063239,9.565587149848076,3:183
131,1024,538,5.936032736361444,7.81856867357513,3:183
125,1024,541,5.936032736361444,7.016357465770742,3:183
125,1024,543,7.096081234487734,5.7065097230618615,3:183
118,1024,545,7.096081234487734,5.121763671739713,3:183
118,1024,548,8.051135786507837,3.365913230384632,3:183
118,1024,550,8.051135786507837,3.365913230384632,3:183
118,1024,552,8.881723421691,1.4569727872560096,3:183
112,1024,555,8.881723421691,1.327992181680028,3:183
112,1024,557,9.455080859576714,0,3:183
112,1024,560,9.518529554724365,0,3:183
112,1024,563,9.661370280915662,0,3:183
112,1024,565,9.234906682664167,0.42310250670315325,3:183
112,1024,568,8.2424868067423,2.7792539517056043,3:183
125,1024,571,8.2424868067423,3.6806707385330157,3:183
125,1024,573,7.289799558892961,4.657226461343628,3:183
125,1024,576,7.289799558892961,4.657226461343628,3:183
125,1024,579,6.347097060575326,6.953020896608346,3:183
131,1024,581,6.347097060575326,7.8282357947668455,3:183
131,1024,584,5.315725014965988,8.633448638656697,3:183
137,1024,586,5.315725014965988,10.135138296212126,3:183
137,1024,589,4.81743827065821,10.152777942961215,3:183
137,1024,592,4.81743827065821,10.147579500895919,3:183
137,1024,594,4.861400792957468,10.12355933171056,3:183
137,1024,597,4.861400792957468,8.953714560535861,3:183
137,1024,600,4.8864093032458324,10.093363671562235,3:183
